injury_id,date_id,player_id,main_injury_category_id,secondary_injury_category_id,injury_category_text,status
5371,20150228,200768,10,0,Other,Relinquished
5372,20150301,201959,1,2,Ankle/Foot,Relinquished
5373,20150302,203133,3,4,Arm/Hand,Relinquished
5374,20150303,101181,1,2,Ankle/Foot,Relinquished
5375,20150303,202710,3,4,Arm/Hand,Relinquished
5376,20150306,2734,5,0,Back,Relinquished
5377,20150306,202340,3,4,Arm/Hand,Relinquished
5378,20150307,202083,1,2,Ankle/Foot,Relinquished
5379,20150308,2037,9,0,Muscular,Relinquished
5380,20150310,201202,9,0,Muscular,Relinquished
5381,20150311,202688,1,2,Ankle/Foot,Relinquished
5382,20150311,202738,5,0,Back,Relinquished
5383,20150311,203123,1,2,Ankle/Foot,Relinquished
5384,20150311,203469,3,4,Arm/Hand,Relinquished
5385,20150311,203508,8,0,Knee,Relinquished
5386,20150312,2754,10,0,Other,Relinquished
5387,20150313,2744,8,0,Knee,Relinquished
5388,20150313,203118,1,2,Ankle/Foot,Relinquished
5389,20150314,202388,1,2,Ankle/Foot,Relinquished
5390,20150315,201567,10,0,Other,Relinquished
5391,20150317,202328,8,0,Knee,Relinquished
5392,20150318,202691,1,2,Ankle/Foot,Relinquished
5393,20150320,201175,7,0,Illness,Relinquished
5394,20150320,202326,9,0,Muscular,Relinquished
5395,20150321,201584,3,4,Arm/Hand,Relinquished
5396,20150322,200768,5,0,Back,Relinquished
5397,20150322,203469,3,4,Arm/Hand,Relinquished
5398,20150323,202330,3,4,Arm/Hand,Relinquished
5399,20150324,2555,1,2,Ankle/Foot,Relinquished
5400,20150324,203382,1,2,Ankle/Foot,Relinquished
5401,20150325,101126,8,0,Knee,Relinquished
5402,20150325,200768,5,0,Back,Relinquished
5403,20150325,201976,3,4,Arm/Hand,Relinquished
5404,20150325,201977,1,2,Ankle/Foot,Relinquished
5405,20150325,203918,7,0,Illness,Relinquished
5406,20150325,203926,5,0,Back,Relinquished
5407,20150327,201952,1,2,Ankle/Foot,Relinquished
5408,20150327,202355,3,4,Arm/Hand,Relinquished
5409,20150328,203077,1,2,Ankle/Foot,Relinquished
5410,20150329,101145,9,0,Muscular,Relinquished
5411,20150330,708,8,0,Knee,Relinquished
5412,20150330,2754,9,0,Muscular,Relinquished
5413,20150330,201593,1,2,Ankle/Foot,Relinquished
5414,20150330,202688,1,2,Ankle/Foot,Relinquished
5415,20150401,1718,10,0,Other,Relinquished
5416,20150401,101179,5,0,Back,Relinquished
5417,20150401,201589,9,0,Muscular,Relinquished
5418,20150401,202700,5,0,Back,Relinquished
5419,20150402,201567,5,0,Back,Relinquished
5420,20150403,977,3,4,Arm/Hand,Relinquished
5421,20150403,2550,8,0,Knee,Relinquished
5422,20150403,200752,6,0,Head,Relinquished
5423,20150405,201168,9,0,Muscular,Relinquished
5424,20150405,201228,3,4,Arm/Hand,Relinquished
5425,20150407,200794,3,4,Arm/Hand,Relinquished
5426,20150407,202326,1,2,Ankle/Foot,Relinquished
5427,20150407,202688,1,2,Ankle/Foot,Relinquished
5428,20150408,961,10,0,Other,Relinquished
5429,20150408,202322,10,0,Other,Relinquished
5430,20150408,203098,7,0,Illness,Relinquished
5431,20150408,203915,1,2,Ankle/Foot,Relinquished
5432,20150408,2749,5,0,Back,Relinquished
5433,20150408,101161,1,2,Ankle/Foot,Relinquished
5434,20150409,202710,9,0,Muscular,Relinquished
5435,20150410,202697,9,0,Muscular,Relinquished
5436,20150410,203504,5,0,Back,Relinquished
5437,20150410,200765,10,0,Other,Relinquished
5438,20150411,201167,3,4,Arm/Hand,Relinquished
5439,20150412,2588,9,0,Muscular,Relinquished
5440,20150412,2734,10,0,Other,Relinquished
5441,20150412,201567,10,0,Other,Relinquished
5442,20150415,2544,10,0,Other,Relinquished
5443,20150415,2734,1,2,Ankle/Foot,Relinquished
5444,20150415,101135,5,0,Back,Relinquished
5445,20150415,201149,8,0,Knee,Relinquished
5446,20150415,202330,1,2,Ankle/Foot,Relinquished
5447,20150415,202340,9,0,Muscular,Relinquished
5448,20150415,203118,5,0,Back,Relinquished
5449,20150418,2550,8,0,Knee,Relinquished
5450,20150419,202706,6,0,Head,Relinquished
5451,20150421,2734,1,2,Ankle/Foot,Relinquished
5452,20150421,202718,8,0,Knee,Relinquished
5453,20150423,202703,8,0,Knee,Relinquished
5454,20150423,203949,7,0,Illness,Relinquished
5455,20150424,200765,5,0,Back,Relinquished
5456,20150425,2757,1,2,Ankle/Foot,Relinquished
5457,20150504,101108,9,0,Muscular,Relinquished
5458,20150504,201567,3,4,Arm/Hand,Relinquished
5459,20150505,961,3,4,Arm/Hand,Relinquished
5460,20150505,202322,3,4,Arm/Hand,Relinquished
5461,20150508,202706,6,0,Head,Relinquished
5462,20150510,2200,9,0,Muscular,Relinquished
5463,20150511,201578,9,0,Muscular,Relinquished
5464,20150513,2754,9,0,Muscular,Relinquished
5465,20151027,76415,1,2,Ankle/Foot,Relinquished
5466,20151027,1626172,5,0,Back,Relinquished
5467,20151027,202697,3,4,Arm/Hand,Relinquished
5468,20151027,202708,1,2,Ankle/Foot,Relinquished
5469,20151027,201936,8,0,Knee,Relinquished
5470,20151027,202681,8,0,Knee,Relinquished
5471,20151028,101110,5,0,Back,Relinquished
5472,20151028,101187,1,2,Ankle/Foot,Relinquished
5473,20151028,201163,5,0,Back,Relinquished
5474,20151028,201171,3,4,Arm/Hand,Relinquished
5475,20151028,201593,1,2,Ankle/Foot,Relinquished
5476,20151028,202700,5,0,Back,Relinquished
5477,20151028,203954,1,2,Ankle/Foot,Relinquished
5478,20151028,203957,8,0,Knee,Relinquished
5479,20151028,1626146,8,0,Knee,Relinquished
5480,20151028,1626185,1,2,Ankle/Foot,Relinquished
5481,20151028,1626204,8,0,Knee,Relinquished
5482,20151028,202718,8,0,Knee,Relinquished
5483,20151028,203077,3,4,Arm/Hand,Relinquished
5484,20151028,203584,9,0,Muscular,Relinquished
5485,20151028,203898,3,4,Arm/Hand,Relinquished
5486,20151028,203922,3,4,Arm/Hand,Relinquished
5487,20151028,203953,8,0,Knee,Relinquished
5488,20151029,203488,1,2,Ankle/Foot,Relinquished
5489,20151030,203186,3,4,Arm/Hand,Relinquished
5490,20151030,203994,8,0,Knee,Relinquished
5491,20151030,1626191,8,0,Knee,Relinquished
5492,20151030,101106,6,0,Head,Relinquished
5493,20151030,201975,1,2,Ankle/Foot,Relinquished
5494,20151101,2550,1,2,Ankle/Foot,Relinquished
5495,20151102,1626164,1,2,Ankle/Foot,Relinquished
5496,20151103,101123,7,0,Illness,Relinquished
5497,20151103,202326,1,2,Ankle/Foot,Relinquished
5498,20151104,201167,9,0,Muscular,Relinquished
5499,20151104,201564,9,0,Muscular,Relinquished
5500,20151104,203089,1,2,Ankle/Foot,Relinquished
5501,20151104,203935,1,2,Ankle/Foot,Relinquished
5502,20151105,201596,8,0,Knee,Relinquished
5503,20151105,203919,8,0,Knee,Relinquished
5504,20151106,2570,9,0,Muscular,Relinquished
5505,20151106,201976,6,0,Head,Relinquished
5506,20151106,202696,8,0,Knee,Relinquished
5507,20151106,203487,1,2,Ankle/Foot,Relinquished
5508,20151107,2555,9,0,Muscular,Relinquished
5509,20151107,201168,9,0,Muscular,Relinquished
5510,20151109,203552,1,2,Ankle/Foot,Relinquished
5511,20151110,708,10,0,Other,Relinquished
5512,20151110,977,5,0,Back,Relinquished
5513,20151110,203082,3,4,Arm/Hand,Relinquished
5514,20151111,202718,8,0,Knee,Relinquished
5515,20151112,203497,1,2,Ankle/Foot,Relinquished
5516,20151113,201142,9,0,Muscular,Relinquished
5517,20151113,203086,3,4,Arm/Hand,Relinquished
5518,20151113,203469,1,2,Ankle/Foot,Relinquished
5519,20151113,203506,6,0,Head,Relinquished
5520,20151113,203918,1,2,Ankle/Foot,Relinquished
5521,20151113,1626155,5,0,Back,Relinquished
5522,20151114,101179,6,0,Head,Relinquished
5523,20151114,201976,1,2,Ankle/Foot,Relinquished
5524,20151114,202718,8,0,Knee,Relinquished
5525,20151114,203898,3,4,Arm/Hand,Relinquished
5526,20151115,201952,1,2,Ankle/Foot,Relinquished
5527,20151116,977,5,0,Back,Relinquished
5528,20151116,203460,7,0,Illness,Relinquished
5529,20151116,1626155,5,0,Back,Relinquished
5530,20151117,2733,5,0,Back,Relinquished
5531,20151117,203145,1,2,Ankle/Foot,Relinquished
5532,20151117,203953,1,2,Ankle/Foot,Relinquished
5533,20151118,203933,7,0,Illness,Relinquished
5534,20151120,202357,8,0,Knee,Relinquished
5535,20151121,200746,1,2,Ankle/Foot,Relinquished
5536,20151121,200752,3,4,Arm/Hand,Relinquished
5537,20151122,202685,3,4,Arm/Hand,Relinquished
5538,20151122,203530,5,0,Back,Relinquished
5539,20151122,203935,8,0,Knee,Relinquished
5540,20151123,202339,8,0,Knee,Relinquished
5541,20151123,202357,8,0,Knee,Relinquished
5542,20151123,203584,9,0,Muscular,Relinquished
5543,20151124,2734,10,0,Other,Relinquished
5544,20151124,201168,5,0,Back,Relinquished
5545,20151125,2199,7,0,Illness,Relinquished
5546,20151125,2406,1,2,Ankle/Foot,Relinquished
5547,20151125,202718,10,0,Other,Relinquished
5548,20151127,1495,10,0,Other,Relinquished
5549,20151127,2736,9,0,Muscular,Relinquished
5550,20151128,2549,1,2,Ankle/Foot,Relinquished
5551,20151128,202326,5,0,Back,Relinquished
5552,20151128,202388,7,0,Illness,Relinquished
5553,20151128,203084,1,2,Ankle/Foot,Relinquished
5554,20151129,2199,9,0,Muscular,Relinquished
5555,20151129,202349,1,2,Ankle/Foot,Relinquished
5556,20151129,203186,3,4,Arm/Hand,Relinquished
5557,20151202,2744,9,0,Muscular,Relinquished
5558,20151202,201949,1,2,Ankle/Foot,Relinquished
5559,20151202,202693,8,0,Knee,Relinquished
5560,20151203,201956,7,0,Illness,Relinquished
5561,20151203,203914,6,0,Head,Relinquished
5562,20151205,2736,9,0,Muscular,Relinquished
5563,20151205,1626161,3,4,Arm/Hand,Relinquished
5564,20151207,201960,8,0,Knee,Relinquished
5565,20151209,202693,7,0,Illness,Relinquished
5566,20151210,203118,8,0,Knee,Relinquished
5567,20151211,2225,10,0,Other,Relinquished
5568,20151211,2400,9,0,Muscular,Relinquished
5569,20151211,201583,7,0,Illness,Relinquished
5570,20151211,203903,1,2,Ankle/Foot,Relinquished
5571,20151211,204020,3,4,Arm/Hand,Relinquished
5572,20151212,101114,7,0,Illness,Relinquished
5573,20151214,1626144,1,2,Ankle/Foot,Relinquished
5574,20151216,1495,10,0,Other,Relinquished
5575,20151216,203098,6,0,Head,Relinquished
5576,20151216,203497,8,0,Knee,Relinquished
5577,20151217,201587,7,0,Illness,Relinquished
5578,20151217,202697,9,0,Muscular,Relinquished
5579,20151218,2549,7,0,Illness,Relinquished
5580,20151218,204020,3,4,Arm/Hand,Relinquished
5581,20151219,2200,10,0,Other,Relinquished
5582,20151220,201582,9,0,Muscular,Relinquished
5583,20151220,201960,8,0,Knee,Relinquished
5584,20151221,101161,1,2,Ankle/Foot,Relinquished
5585,20151221,203124,1,2,Ankle/Foot,Relinquished
5586,20151222,2734,9,0,Muscular,Relinquished
5587,20151222,201568,1,2,Ankle/Foot,Relinquished
5588,20151222,201609,3,4,Arm/Hand,Relinquished
5589,20151223,101114,9,0,Muscular,Relinquished
5590,20151225,201149,3,4,Arm/Hand,Relinquished
5591,20151226,1495,8,0,Knee,Relinquished
5592,20151226,101135,5,0,Back,Relinquished
5593,20151226,201933,9,0,Muscular,Relinquished
5594,20151226,202681,10,0,Other,Relinquished
5595,20151228,101114,9,0,Muscular,Relinquished
5596,20151228,201168,9,0,Muscular,Relinquished
5597,20151228,202339,8,0,Knee,Relinquished
5598,20151228,203996,1,2,Ankle/Foot,Relinquished
5599,20151230,101179,1,2,Ankle/Foot,Relinquished
5600,20151231,708,10,0,Other,Relinquished
5601,20151231,101133,8,0,Knee,Relinquished
5602,20160101,977,3,4,Arm/Hand,Relinquished
5603,20160101,2744,8,0,Knee,Relinquished
5604,20160101,203921,8,0,Knee,Relinquished
5605,20160102,2734,5,0,Back,Relinquished
5606,20160104,2225,5,0,Back,Relinquished
5607,20160104,101127,8,0,Knee,Relinquished
5608,20160104,201142,1,2,Ankle/Foot,Relinquished
5609,20160104,201960,8,0,Knee,Relinquished
5610,20160104,202340,5,0,Back,Relinquished
5611,20160104,202355,8,0,Knee,Relinquished
5612,20160104,1626156,7,0,Illness,Relinquished
5613,20160106,1717,10,0,Other,Relinquished
5614,20160106,2743,8,0,Knee,Relinquished
5615,20160106,101114,10,0,Other,Relinquished
5616,20160106,200746,10,0,Other,Relinquished
5617,20160108,101179,1,2,Ankle/Foot,Relinquished
5618,20160108,203919,8,0,Knee,Relinquished
5619,20160110,2749,5,0,Back,Relinquished
5620,20160113,101162,8,0,Knee,Relinquished
5621,20160113,201609,9,0,Muscular,Relinquished
5622,20160113,202083,10,0,Other,Relinquished
5623,20160113,202718,10,0,Other,Relinquished
5624,20160113,203949,1,2,Ankle/Foot,Relinquished
5625,20160114,2200,3,4,Arm/Hand,Relinquished
5626,20160114,101138,1,2,Ankle/Foot,Relinquished
5627,20160115,2755,7,0,Illness,Relinquished
5628,20160115,203994,8,0,Knee,Relinquished
5629,20160116,203078,10,0,Other,Relinquished
5630,20160117,1626204,8,0,Knee,Relinquished
5631,20160118,201149,3,4,Arm/Hand,Relinquished
5632,20160118,203506,8,0,Knee,Relinquished
5633,20160119,201593,10,0,Other,Relinquished
5634,20160120,708,10,0,Other,Relinquished
5635,20160120,1717,8,0,Knee,Relinquished
5636,20160120,2365,8,0,Knee,Relinquished
5637,20160121,2225,5,0,Back,Relinquished
5638,20160121,2749,3,4,Arm/Hand,Relinquished
5639,20160122,200746,5,0,Back,Relinquished
5640,20160123,201569,3,4,Arm/Hand,Relinquished
5641,20160125,708,8,0,Knee,Relinquished
5642,20160125,1495,8,0,Knee,Relinquished
5643,20160126,977,3,4,Arm/Hand,Relinquished
5644,20160126,2734,1,2,Ankle/Foot,Relinquished
5645,20160126,203078,6,0,Head,Relinquished
5646,20160126,1626143,7,0,Illness,Relinquished
5647,20160127,203105,8,0,Knee,Relinquished
5648,20160128,201564,9,0,Muscular,Relinquished
5649,20160128,203530,1,2,Ankle/Foot,Relinquished
5650,20160129,204020,3,4,Arm/Hand,Relinquished
5651,20160129,1626166,6,0,Head,Relinquished
5652,20160129,101181,9,0,Muscular,Relinquished
5653,20160129,202355,5,0,Back,Relinquished
5654,20160129,203469,3,4,Arm/Hand,Relinquished
5655,20160131,1717,10,0,Other,Relinquished
5656,20160131,1626204,8,0,Knee,Relinquished
5657,20160201,2749,3,4,Arm/Hand,Relinquished
5658,20160201,201168,5,0,Back,Relinquished
5659,20160202,1626204,8,0,Knee,Relinquished
5660,20160202,201593,1,2,Ankle/Foot,Relinquished
5661,20160202,201949,1,2,Ankle/Foot,Relinquished
5662,20160203,101114,5,0,Back,Relinquished
5663,20160203,203473,1,2,Ankle/Foot,Relinquished
5664,20160203,203521,9,0,Muscular,Relinquished
5665,20160204,203093,6,0,Head,Relinquished
5666,20160204,203943,1,2,Ankle/Foot,Relinquished
5667,20160205,2546,8,0,Knee,Relinquished
5668,20160205,1626158,1,2,Ankle/Foot,Relinquished
5669,20160206,202703,11,0,Surgery,Relinquished
5670,20160206,203459,7,0,Illness,Relinquished
5671,20160207,202699,1,2,Ankle/Foot,Relinquished
5672,20160207,203085,3,4,Arm/Hand,Relinquished
5673,20160209,1626148,1,2,Ankle/Foot,Relinquished
5674,20160210,2588,9,0,Muscular,Relinquished
5675,20160211,2743,8,0,Knee,Relinquished
5676,20160219,201150,5,0,Back,Relinquished
5677,20160219,201936,8,0,Knee,Relinquished
5678,20160219,203077,3,4,Arm/Hand,Relinquished
5679,20160219,203473,7,0,Illness,Relinquished
5680,20160219,203482,3,4,Arm/Hand,Relinquished
5681,20160219,203933,1,2,Ankle/Foot,Relinquished
5682,20160223,202700,5,0,Back,Relinquished
5683,20160226,977,3,4,Arm/Hand,Relinquished
5684,20160228,203095,5,0,Back,Relinquished
5685,20160229,201568,1,2,Ankle/Foot,Relinquished
5686,20160302,200779,8,0,Knee,Relinquished
5687,20160304,977,3,4,Arm/Hand,Relinquished
5688,20160304,203506,5,0,Back,Relinquished
5689,20160305,1495,10,0,Other,Relinquished
5690,20160305,200746,6,0,Head,Relinquished
5691,20160305,203093,7,0,Illness,Relinquished
5692,20160306,203954,1,2,Ankle/Foot,Relinquished
5693,20160306,1626148,1,2,Ankle/Foot,Relinquished
5694,20160308,1495,10,0,Other,Relinquished
5695,20160308,202696,9,0,Muscular,Relinquished
5696,20160309,1626214,3,4,Arm/Hand,Relinquished
5697,20160310,203613,7,0,Illness,Relinquished
5698,20160312,101187,1,2,Ankle/Foot,Relinquished
5699,20160313,201564,1,2,Ankle/Foot,Relinquished
5700,20160314,2200,8,0,Knee,Relinquished
5701,20160315,977,3,4,Arm/Hand,Relinquished
5702,20160315,203109,1,2,Ankle/Foot,Relinquished
5703,20160316,101187,1,2,Ankle/Foot,Relinquished
5704,20160316,1626172,5,0,Back,Relinquished
5705,20160317,101133,5,0,Back,Relinquished
5706,20160318,201949,1,2,Ankle/Foot,Relinquished
5707,20160318,1626158,1,2,Ankle/Foot,Relinquished
5708,20160320,202335,1,2,Ankle/Foot,Relinquished
5709,20160320,202718,8,0,Knee,Relinquished
5710,20160321,101187,1,2,Ankle/Foot,Relinquished
5711,20160322,202713,5,0,Back,Relinquished
5712,20160322,203527,3,4,Arm/Hand,Relinquished
5713,20160323,203086,3,4,Arm/Hand,Relinquished
5714,20160325,2564,10,0,Other,Relinquished
5715,20160325,202695,9,0,Muscular,Relinquished
5716,20160325,203082,3,4,Arm/Hand,Relinquished
5717,20160326,1495,10,0,Other,Relinquished
5718,20160326,202681,10,0,Other,Relinquished
5719,20160327,201156,7,0,Illness,Relinquished
5720,20160328,2549,7,0,Illness,Relinquished
5721,20160328,203994,7,0,Illness,Relinquished
5722,20160330,203487,5,0,Back,Relinquished
5723,20160330,203076,8,0,Knee,Relinquished
5724,20160330,201569,3,4,Arm/Hand,Relinquished
5725,20160330,1889,10,0,Other,Relinquished
5726,20160330,2561,10,0,Other,Relinquished
5727,20160401,101181,9,0,Muscular,Relinquished
5728,20160402,201956,9,0,Muscular,Relinquished
5729,20160403,1718,1,2,Ankle/Foot,Relinquished
5730,20160403,2744,9,0,Muscular,Relinquished
5731,20160403,201228,1,2,Ankle/Foot,Relinquished
5732,20160403,202681,1,2,Ankle/Foot,Relinquished
5733,20160405,201587,8,0,Knee,Relinquished
5734,20160405,202734,9,0,Muscular,Relinquished
5735,20160406,202322,8,0,Knee,Relinquished
5736,20160406,202325,1,2,Ankle/Foot,Relinquished
5737,20160406,203085,1,2,Ankle/Foot,Relinquished
5738,20160406,2544,10,0,Other,Relinquished
5739,20160406,961,8,0,Knee,Relinquished
5740,20160408,201942,10,0,Other,Relinquished
5741,20160408,201960,10,0,Other,Relinquished
5742,20160408,203087,1,2,Ankle/Foot,Relinquished
5743,20160408,203932,6,0,Head,Relinquished
5744,20160409,101106,10,0,Other,Relinquished
5745,20160409,201956,9,0,Muscular,Relinquished
5746,20160410,1718,10,0,Other,Relinquished
5747,20160410,2449,10,0,Other,Relinquished
5748,20160410,1626153,5,0,Back,Relinquished
5749,20160412,2037,10,0,Other,Relinquished
5750,20160413,1495,10,0,Other,Relinquished
5751,20160413,201587,1,2,Ankle/Foot,Relinquished
5752,20160413,202326,10,0,Other,Relinquished
5753,20160413,202697,8,0,Knee,Relinquished
5754,20160413,202704,9,0,Muscular,Relinquished
5755,20160413,203497,1,2,Ankle/Foot,Relinquished
5756,20160413,203506,6,0,Head,Relinquished
5757,20160416,202379,3,4,Arm/Hand,Relinquished
5758,20160416,1626155,5,0,Back,Relinquished
5759,20160416,1626166,5,0,Back,Relinquished
5760,20160416,1626172,5,0,Back,Relinquished
5761,20160417,203919,8,0,Knee,Relinquished
5762,20160418,201939,1,2,Ankle/Foot,Relinquished
5763,20160419,202340,9,0,Muscular,Relinquished
5764,20160419,203482,3,4,Arm/Hand,Relinquished
5765,20160423,201587,1,2,Ankle/Foot,Relinquished
5766,20160424,2755,7,0,Illness,Relinquished
5767,20160427,101108,3,4,Arm/Hand,Relinquished
5768,20160427,201933,9,0,Muscular,Relinquished
5769,20160427,201939,8,0,Knee,Relinquished
5770,20160429,201150,8,0,Knee,Relinquished
5771,20160509,202355,8,0,Knee,Relinquished
5772,20160509,202685,1,2,Ankle/Foot,Relinquished
5773,20160510,202713,7,0,Illness,Relinquished
5774,20160608,201567,6,0,Head,Relinquished
5775,20160616,101106,8,0,Knee,Relinquished
5776,20161025,201980,9,0,Muscular,Relinquished
5777,20161025,202330,3,4,Arm/Hand,Relinquished
5778,20161025,203105,8,0,Knee,Relinquished
5779,20161025,1627745,9,0,Muscular,Relinquished
5780,20161026,2734,1,2,Ankle/Foot,Relinquished
5781,20161026,101181,9,0,Muscular,Relinquished
5782,20161026,200751,9,0,Muscular,Relinquished
5783,20161026,1626166,1,2,Ankle/Foot,Relinquished
5784,20161026,1627732,1,2,Ankle/Foot,Relinquished
5785,20161026,1627747,1,2,Ankle/Foot,Relinquished
5786,20161026,203493,5,0,Back,Relinquished
5787,20161026,203503,1,2,Ankle/Foot,Relinquished
5788,20161026,203914,9,0,Muscular,Relinquished
5789,20161026,203935,1,2,Ankle/Foot,Relinquished
5790,20161026,1626153,3,4,Arm/Hand,Relinquished
5791,20161026,1626163,1,2,Ankle/Foot,Relinquished
5792,20161026,203096,1,2,Ankle/Foot,Relinquished
5793,20161026,203098,9,0,Muscular,Relinquished
5794,20161026,203114,9,0,Muscular,Relinquished
5795,20161026,203148,9,0,Muscular,Relinquished
5796,20161026,203457,8,0,Knee,Relinquished
5797,20161026,203482,3,4,Arm/Hand,Relinquished
5798,20161026,202704,8,0,Knee,Relinquished
5799,20161026,202718,8,0,Knee,Relinquished
5800,20161026,201589,8,0,Knee,Relinquished
5801,20161026,201593,1,2,Ankle/Foot,Relinquished
5802,20161026,201936,8,0,Knee,Relinquished
5803,20161026,201961,9,0,Muscular,Relinquished
5804,20161026,201975,1,2,Ankle/Foot,Relinquished
5805,20161026,201976,8,0,Knee,Relinquished
5806,20161027,1718,1,2,Ankle/Foot,Relinquished
5807,20161027,101133,8,0,Knee,Relinquished
5808,20161027,201168,9,0,Muscular,Relinquished
5809,20161027,203118,8,0,Knee,Relinquished
5810,20161027,1627744,5,0,Back,Relinquished
5811,20161028,1717,7,0,Illness,Relinquished
5812,20161028,201166,8,0,Knee,Relinquished
5813,20161029,1627758,1,2,Ankle/Foot,Relinquished
5814,20161030,200746,8,0,Knee,Relinquished
5815,20161030,1627775,1,2,Ankle/Foot,Relinquished
5816,20161031,201956,7,0,Illness,Relinquished
5817,20161031,1626164,1,2,Ankle/Foot,Relinquished
5818,20161102,201143,6,0,Head,Relinquished
5819,20161102,203087,9,0,Muscular,Relinquished
5820,20161102,203487,8,0,Knee,Relinquished
5821,20161102,203926,6,0,Head,Relinquished
5822,20161103,203109,1,2,Ankle/Foot,Relinquished
5823,20161103,203115,1,2,Ankle/Foot,Relinquished
5824,20161104,2225,8,0,Knee,Relinquished
5825,20161104,202349,1,2,Ankle/Foot,Relinquished
5826,20161104,202391,9,0,Muscular,Relinquished
5827,20161105,961,10,0,Other,Relinquished
5828,20161105,201229,8,0,Knee,Relinquished
5829,20161105,202322,10,0,Other,Relinquished
5830,20161106,1717,1,2,Ankle/Foot,Relinquished
5831,20161108,2754,8,0,Knee,Relinquished
5832,20161108,201163,9,0,Muscular,Relinquished
5833,20161108,1626204,6,0,Head,Relinquished
5834,20161109,1627785,6,0,Head,Relinquished
5835,20161111,201980,10,0,Other,Relinquished
5836,20161111,203077,5,0,Back,Relinquished
5837,20161111,203078,9,0,Muscular,Relinquished
5838,20161112,961,10,0,Other,Relinquished
5839,20161112,203950,1,2,Ankle/Foot,Relinquished
5840,20161112,202322,10,0,Other,Relinquished
5841,20161114,203083,1,2,Ankle/Foot,Relinquished
5842,20161114,203918,7,0,Illness,Relinquished
5843,20161115,203926,6,0,Head,Relinquished
5844,20161116,203473,8,0,Knee,Relinquished
5845,20161116,203914,1,2,Ankle/Foot,Relinquished
5846,20161117,202324,8,0,Knee,Relinquished
5847,20161118,1626156,8,0,Knee,Relinquished
5848,20161119,201575,1,2,Ankle/Foot,Relinquished
5849,20161119,202718,8,0,Knee,Relinquished
5850,20161119,203933,7,0,Illness,Relinquished
5851,20161120,203902,6,0,Head,Relinquished
5852,20161120,201149,7,0,Illness,Relinquished
5853,20161121,203469,3,4,Arm/Hand,Relinquished
5854,20161121,1626203,1,2,Ankle/Foot,Relinquished
5855,20161121,1627879,11,0,Surgery,Relinquished
5856,20161122,1626156,8,0,Knee,Relinquished
5857,20161125,203115,1,2,Ankle/Foot,Relinquished
5858,20161125,203493,8,0,Knee,Relinquished
5859,20161126,101107,8,0,Knee,Relinquished
5860,20161127,201145,5,0,Back,Relinquished
5861,20161127,203914,1,2,Ankle/Foot,Relinquished
5862,20161128,101133,8,0,Knee,Relinquished
5863,20161128,203079,9,0,Muscular,Relinquished
5864,20161128,1626153,3,4,Arm/Hand,Relinquished
5865,20161130,1717,1,2,Ankle/Foot,Relinquished
5866,20161130,2200,10,0,Other,Relinquished
5867,20161130,201149,1,2,Ankle/Foot,Relinquished
5868,20161130,201575,1,2,Ankle/Foot,Relinquished
5869,20161202,2225,9,0,Muscular,Relinquished
5870,20161202,201584,1,2,Ankle/Foot,Relinquished
5871,20161202,203999,3,4,Arm/Hand,Relinquished
5872,20161202,1627740,1,2,Ankle/Foot,Relinquished
5873,20161203,200794,5,0,Back,Relinquished
5874,20161205,101181,9,0,Muscular,Relinquished
5875,20161206,2225,8,0,Knee,Relinquished
5876,20161207,202738,9,0,Muscular,Relinquished
5877,20161207,203145,8,0,Knee,Relinquished
5878,20161208,2733,10,0,Other,Relinquished
5879,20161208,1626144,1,2,Ankle/Foot,Relinquished
5880,20161209,202357,1,2,Ankle/Foot,Relinquished
5881,20161210,202696,5,0,Back,Relinquished
5882,20161210,1626172,1,2,Ankle/Foot,Relinquished
5883,20161211,203124,1,2,Ankle/Foot,Relinquished
5884,20161211,203484,8,0,Knee,Relinquished
5885,20161211,204028,1,2,Ankle/Foot,Relinquished
5886,20161212,101145,9,0,Muscular,Relinquished
5887,20161213,200765,1,2,Ankle/Foot,Relinquished
5888,20161213,202681,10,0,Other,Relinquished
5889,20161214,101123,5,0,Back,Relinquished
5890,20161214,200746,10,0,Other,Relinquished
5891,20161214,200752,5,0,Back,Relinquished
5892,20161214,201588,1,2,Ankle/Foot,Relinquished
5893,20161214,202391,5,0,Back,Relinquished
5894,20161214,203463,9,0,Muscular,Relinquished
5895,20161215,2546,3,4,Arm/Hand,Relinquished
5896,20161215,204025,3,4,Arm/Hand,Relinquished
5897,20161216,201936,10,0,Other,Relinquished
5898,20161216,201956,7,0,Illness,Relinquished
5899,20161217,2365,8,0,Knee,Relinquished
5900,20161217,202720,5,0,Back,Relinquished
5901,20161217,1626156,10,0,Other,Relinquished
5902,20161219,2730,5,0,Back,Relinquished
5903,20161219,101106,8,0,Knee,Relinquished
5904,20161219,203506,3,4,Arm/Hand,Relinquished
5905,20161220,201933,8,0,Knee,Relinquished
5906,20161220,204028,1,2,Ankle/Foot,Relinquished
5907,20161221,202323,1,2,Ankle/Foot,Relinquished
5908,20161222,1627785,1,2,Ankle/Foot,Relinquished
5909,20161223,2200,10,0,Other,Relinquished
5910,20161223,203093,7,0,Illness,Relinquished
5911,20161223,1626173,1,2,Ankle/Foot,Relinquished
5912,20161223,1626204,8,0,Knee,Relinquished
5913,20161226,201167,3,4,Arm/Hand,Relinquished
